timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1664110691308,219,Get User by ID,200,OK,stress 1-13,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/6,219,0,0
1664110692173,885,Get Users,200,OK,stress 1-14,text,true,,784,148,1,1,https://p3demo-appservice.azurewebsites.net/api/Users,885,0,661
1664110693058,236,Delete User,200,OK,stress 1-14,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/8,236,0,0
1664110693295,212,Get User by ID,200,OK,stress 1-14,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/8,212,0,0
1664110694175,912,Get Users,200,OK,stress 1-15,text,true,,784,148,1,1,https://p3demo-appservice.azurewebsites.net/api/Users,912,0,676
1664110695087,230,Delete User,200,OK,stress 1-15,text,true,,313,151,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/10,230,0,0
1664110695318,326,Get User by ID,200,OK,stress 1-15,text,true,,313,151,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/10,326,0,0
1664110696177,902,Get Users,200,OK,stress 1-16,text,true,,784,148,1,1,https://p3demo-appservice.azurewebsites.net/api/Users,902,0,682
1664110697079,211,Delete User,200,OK,stress 1-16,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/2,211,0,0
1664110697291,265,Get User by ID,200,OK,stress 1-16,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/2,265,0,0
1664110698175,1541,Get Users,200,OK,stress 1-17,text,true,,784,148,1,1,https://p3demo-appservice.azurewebsites.net/api/Users,1541,0,1300
1664110699717,231,Delete User,200,OK,stress 1-17,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/4,230,0,0
1664110699948,242,Get User by ID,200,OK,stress 1-17,text,true,,310,150,2,2,https://p3demo-appservice.azurewebsites.net/api/Users/4,242,0,0
1664110700177,980,Get Users,200,OK,stress 1-18,text,true,,784,148,1,1,https://p3demo-appservice.azurewebsites.net/api/Users,980,0,759
1664110701158,227,Delete User,200,OK,stress 1-18,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/6,227,0,0
1664110701386,256,Get User by ID,200,OK,stress 1-18,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/6,256,0,0
1664110702171,948,Get Users,200,OK,stress 1-19,text,true,,784,148,1,1,https://p3demo-appservice.azurewebsites.net/api/Users,948,0,705
1664110703118,295,Delete User,200,OK,stress 1-19,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/8,294,0,0
1664110703413,441,Get User by ID,200,OK,stress 1-19,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/8,441,0,0
1664110704175,942,Get Users,200,OK,stress 1-20,text,true,,784,148,1,1,https://p3demo-appservice.azurewebsites.net/api/Users,942,0,713
1664110705118,225,Delete User,200,OK,stress 1-20,text,true,,313,151,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/10,225,0,0
1664110705344,228,Get User by ID,200,OK,stress 1-20,text,true,,313,151,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/10,228,0,0
