timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1664110119509,239,Delete Users,200,OK,endurance 1-13,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/6,239,0,0
1664110119749,232,Get User by ID,200,OK,endurance 1-13,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/6,232,0,0
1664110120622,919,Get Users,200,OK,endurance 1-14,text,true,,784,148,1,1,https://p3demo-appservice.azurewebsites.net/api/Users,919,0,699
1664110121542,226,Delete Users,200,OK,endurance 1-14,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/8,226,0,0
1664110121768,235,Get User by ID,200,OK,endurance 1-14,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/8,235,0,0
1664110122623,917,Get Users,200,OK,endurance 1-15,text,true,,784,148,1,1,https://p3demo-appservice.azurewebsites.net/api/Users,917,0,687
1664110123540,213,Delete Users,200,OK,endurance 1-15,text,true,,313,151,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/10,213,0,0
1664110123754,214,Get User by ID,200,OK,endurance 1-15,text,true,,313,151,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/10,214,0,0
1664110124624,914,Get Users,200,OK,endurance 1-16,text,true,,784,148,1,1,https://p3demo-appservice.azurewebsites.net/api/Users,914,0,688
1664110125539,229,Delete Users,200,OK,endurance 1-16,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/2,229,0,0
1664110125769,236,Get User by ID,200,OK,endurance 1-16,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/2,236,0,0
1664110126622,1586,Get Users,200,OK,endurance 1-17,text,true,,784,148,1,1,https://p3demo-appservice.azurewebsites.net/api/Users,1586,0,1366
1664110128209,236,Delete Users,200,OK,endurance 1-17,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/4,235,0,0
1664110128445,212,Get User by ID,200,OK,endurance 1-17,text,true,,310,150,2,2,https://p3demo-appservice.azurewebsites.net/api/Users/4,212,0,0
1664110128636,889,Get Users,200,OK,endurance 1-18,text,true,,784,148,1,1,https://p3demo-appservice.azurewebsites.net/api/Users,889,0,666
1664110129526,244,Delete Users,200,OK,endurance 1-18,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/6,244,0,0
1664110129771,397,Get User by ID,200,OK,endurance 1-18,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/6,397,0,0
1664110130621,935,Get Users,200,OK,endurance 1-19,text,true,,784,148,1,1,https://p3demo-appservice.azurewebsites.net/api/Users,934,0,696
1664110131556,230,Delete Users,200,OK,endurance 1-19,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/8,230,0,0
1664110131786,246,Get User by ID,200,OK,endurance 1-19,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/8,246,0,0
1664110132621,921,Get Users,200,OK,endurance 1-20,text,true,,784,148,1,1,https://p3demo-appservice.azurewebsites.net/api/Users,921,0,686
1664110133543,222,Delete Users,200,OK,endurance 1-20,text,true,,313,151,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/10,222,0,0
1664110133766,221,Get User by ID,200,OK,endurance 1-20,text,true,,313,151,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/10,220,0,0
1664110134625,968,Get Users,200,OK,endurance 1-21,text,true,,784,148,1,1,https://p3demo-appservice.azurewebsites.net/api/Users,967,0,734
1664110135593,268,Delete Users,200,OK,endurance 1-21,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/2,267,0,0
1664110135861,327,Get User by ID,200,OK,endurance 1-21,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/2,327,0,0
1664110136622,1075,Get Users,200,OK,endurance 1-22,text,true,,784,148,1,1,https://p3demo-appservice.azurewebsites.net/api/Users,1075,0,849
1664110137698,228,Delete Users,200,OK,endurance 1-22,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/4,228,0,0
1664110137927,405,Get User by ID,200,OK,endurance 1-22,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/4,405,0,0
1664110138622,954,Get Users,200,OK,endurance 1-23,text,true,,784,148,1,1,https://p3demo-appservice.azurewebsites.net/api/Users,953,0,723
1664110139576,223,Delete Users,200,OK,endurance 1-23,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/6,223,0,0
1664110139800,226,Get User by ID,200,OK,endurance 1-23,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/6,226,0,0
1664110140622,932,Get Users,200,OK,endurance 1-24,text,true,,784,148,1,1,https://p3demo-appservice.azurewebsites.net/api/Users,932,0,718
1664110141555,214,Delete Users,200,OK,endurance 1-24,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/8,214,0,0
1664110141769,239,Get User by ID,200,OK,endurance 1-24,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/8,239,0,0
1664110142622,908,Get Users,200,OK,endurance 1-25,text,true,,784,148,1,1,https://p3demo-appservice.azurewebsites.net/api/Users,908,0,680
1664110143531,218,Delete Users,200,OK,endurance 1-25,text,true,,313,151,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/10,218,0,0
1664110143749,224,Get User by ID,200,OK,endurance 1-25,text,true,,313,151,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/10,223,0,0
1664110144624,915,Get Users,200,OK,endurance 1-26,text,true,,784,148,1,1,https://p3demo-appservice.azurewebsites.net/api/Users,915,0,681
1664110145540,229,Delete Users,200,OK,endurance 1-26,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/2,229,0,0
1664110145770,242,Get User by ID,200,OK,endurance 1-26,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/2,242,0,0
1664110146621,1171,Get Users,200,OK,endurance 1-27,text,true,,784,148,1,1,https://p3demo-appservice.azurewebsites.net/api/Users,1171,0,871
1664110147792,329,Delete Users,200,OK,endurance 1-27,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/4,328,0,0
1664110148121,305,Get User by ID,200,OK,endurance 1-27,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/4,305,0,0
1664110148639,1326,Get Users,200,OK,endurance 1-28,text,true,,784,148,1,1,https://p3demo-appservice.azurewebsites.net/api/Users,1326,0,1015
1664110149966,303,Delete Users,200,OK,endurance 1-28,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/6,303,0,0
1664110150270,233,Get User by ID,200,OK,endurance 1-28,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/6,233,0,0
1664110150637,1231,Get Users,200,OK,endurance 1-29,text,true,,784,148,1,1,https://p3demo-appservice.azurewebsites.net/api/Users,1231,0,1008
1664110151868,217,Delete Users,200,OK,endurance 1-29,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/8,217,0,0
1664110152086,244,Get User by ID,200,OK,endurance 1-29,text,true,,310,150,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/8,244,0,0
1664110152620,929,Get Users,200,OK,endurance 1-30,text,true,,784,148,1,1,https://p3demo-appservice.azurewebsites.net/api/Users,929,0,688
1664110153550,235,Delete Users,200,OK,endurance 1-30,text,true,,313,151,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/10,235,0,0
1664110153785,235,Get User by ID,200,OK,endurance 1-30,text,true,,313,151,1,1,https://p3demo-appservice.azurewebsites.net/api/Users/10,235,0,0
